topic,query_type,query,page,position,url,domain,title,timestamp
fluoridation,neutral,fluoride dental health,1,4,https://ajph.aphapublications.org/doi/10.2105/AJPH.2025.308166,ajph.aphapublications.org,"Fluoride, Teeth, and Developing Brains: Dental Health in ...",2026-05-09 16:13:37
fluoridation,neutral,fluoride dental health,1,7,https://www.fdiworlddental.org/promoting-oral-health-through-fluoride,fdiworlddental.org,Promoting Oral Health Through Fluoride,2026-05-09 16:13:39
fluoridation,neutral,fluoride dental health,1,9,https://www.betterhealth.vic.gov.au/health/conditionsandtreatments/dental-care-fluoride,betterhealth.vic.gov.au,Dental care - fluoride,2026-05-09 16:13:40
fluoridation,neutral,fluoride dental health,1,10,https://www.colgate.com/en-ph/oral-health/fluoride/what-is-fluoride,colgate.com,What Is Fluoride?,2026-05-09 16:13:41
fluoridation,neutral,fluoride dental health,2,2,https://www.aap.org/en/news-room/fact-checked/fact-checked-fluoride-is-a-powerful-tool-for-preventing-tooth-decay/?srsltid=AfmBOoqkwP6n1d8tjM3UTPzgdEDOG3-f87iZ9zo869pYMKTqzsq85jBx,aap.org,Fact Checked: Fluoride is a Powerful Tool for Preventing ...,2026-05-09 16:13:47
fluoridation,neutral,fluoride dental health,2,4,https://www.ada.org/resources/ada-library/oral-health-topics/fluoride-topical-and-systemic-supplements,ada.org,Fluoride: Topical and Systemic Supplements,2026-05-09 16:13:47
fluoridation,neutral,fluoride dental health,2,6,https://www.dentalhealth.org/fluoride,dentalhealth.org,Fluoride,2026-05-09 16:13:48
fluoridation,neutral,fluoride dental health,2,7,https://www.andrewhousedental.com/fluoride-dental-health/,andrewhousedental.com,The Role of Fluoride in Dental Health,2026-05-09 16:13:48
fluoridation,neutral,fluoride dental health,2,8,https://www.mcgill.ca/oss/article/health/fluoride-controversy,mcgill.ca,The Fluoride Controversy | Office for Science and Society,2026-05-09 16:13:48
fluoridation,neutral,fluoride dental health,3,2,https://dimensionsofdentalhygiene.com/article/the-broad-benefits-of-fluoride-in-oral-health-promotion/,dimensionsofdentalhygiene.com,The Broad Benefits of Fluoride in Oral Health Promotion,2026-05-09 16:13:56
fluoridation,neutral,fluoride dental health,3,4,https://ilikemyteeth.org/,ilikemyteeth.org,I Like My Teeth,2026-05-09 16:13:57
fluoridation,neutral,fluoride dental health,3,6,https://www.insuringsmiles.com/blog/is-fluoride-important-to-dental-health,insuringsmiles.com,Is fluoride important to dental health? | Blog | ProMedica,2026-05-09 16:13:58
fluoridation,neutral,fluoride dental health,3,8,https://www.healthychildren.org/English/healthy-living/oral-health/Pages/FAQ-Fluoride-and-Children.aspx,healthychildren.org,Fluoride for Children: Parent FAQs,2026-05-09 16:13:59
fluoridation,neutral,fluoride dental health,3,10,https://www.mooringdental.com/the-impact-of-fluoride-on-dental-health/,mooringdental.com,The Impact of Fluoride on Dental Health,2026-05-09 16:14:00
fluoridation,slanted,fluoride toxicity,1,3,https://iaomt.org/resources/fluoride-facts/fluoride-toxicity-exposure-effects/?srsltid=AfmBOope7q0GQnsBemNRV881yjsIGvTcpunm2gXAcywzHXMH7v8WHTrs,iaomt.org,"Fluoride Toxicity: Exposure, Effects, and Examples",2026-05-09 16:14:19
fluoridation,slanted,fluoride toxicity,1,4,https://emedicine.medscape.com/article/814774-overview,emedicine.medscape.com,"Fluoride Toxicity: Practice Essentials, Pathophysiology, ...",2026-05-09 16:14:29
fluoridation,slanted,fluoride toxicity,2,1,https://www.ada.org/resources/community-initiatives/fluoride-in-water/fluoridation-faqs,ada.org,Fluoridation FAQs,2026-05-09 16:14:57
fluoridation,slanted,fluoride toxicity,2,2,https://www.msdvetmanual.com/toxicology/fluoride-poisoning/fluoride-poisoning-in-animals,msdvetmanual.com,Fluoride Poisoning in Animals - Toxicology,2026-05-09 16:14:58
fluoridation,slanted,fluoride toxicity,2,5,https://www.ericdavisdental.com/faqs-and-blog/blog/is-fluoride-toxic-fluoride-is-a-neurotoxin-that-affects-the-brain/,ericdavisdental.com,Is Fluoride Toxic? Fluoride is a Neurotoxin That Affects the ...,2026-05-09 16:14:59
fluoridation,slanted,fluoride toxicity,2,6,https://my.clevelandclinic.org/health/diseases/23227-fluorosis,my.clevelandclinic.org,"Fluorosis: Symptoms, Causes & Treatment",2026-05-09 16:15:09
fluoridation,slanted,fluoride toxicity,2,7,https://www.rejuv-health.com/blog/the-dangers-of-fluoride-treatments/,rejuv-health.com,6 Dangers of Fluoride Treatments (And What to Do Instead),2026-05-09 16:15:10
fluoridation,slanted,fluoride toxicity,3,1,https://www.nejm.org/doi/full/10.1056/NEJM199401133300203,nejm.org,Acute Fluoride Poisoning from a Public Water System,2026-05-09 16:15:17
fluoridation,slanted,fluoride toxicity,3,2,https://www.cancer.org/cancer/risk-prevention/chemicals/water-fluoridation-and-cancer-risk.html,cancer.org,Fluoride in Water: Is There a Cancer Risk?,2026-05-09 16:15:18
fluoridation,slanted,fluoride toxicity,3,5,https://www.mcgill.ca/oss/article/health/fluoride-controversy,mcgill.ca,The Fluoride Controversy | Office for Science and Society,2026-05-09 16:15:19
fluoridation,slanted,fluoride toxicity,3,6,https://www.childsmile.nhs.scot/professionals/childsmile-manual/managing-fluoride/,childsmile.nhs.scot,Managing Fluoride - Childsmile - nhs.scot,2026-05-09 16:15:19
fluoridation,slanted,fluoride toxicity,3,10,https://riteaid.com/health/acute-fluoride-toxicity,riteaid.com,"Acute Fluoride Toxicity | Symptoms, Causes & Treatment",2026-05-09 16:15:21
fluoridation,neutral,community water fluoridation safety,1,3,https://www.health.govt.nz/publications/community-water-fluoridation-an-evidence-review,health.govt.nz,Community Water Fluoridation: An evidence review,2026-05-09 16:15:38
fluoridation,neutral,community water fluoridation safety,1,4,https://carequest.org/wp-content/uploads/2025/12/fluoridation-fact-sheet_FINAL.pdf,carequest.org,"Community Water Fluoridation: Proven, Safe, and Essential ...",2026-05-09 16:15:38
fluoridation,neutral,community water fluoridation safety,1,6,https://www.aadocr.org/science-policy/community-water-fluoridation-position-statement,aadocr.org,Community Water Fluoridation Position Statement,2026-05-09 16:15:40
fluoridation,neutral,community water fluoridation safety,1,7,https://www.albertahealthservices.ca/news/Page16225.aspx,albertahealthservices.ca,"Community water fluoridation is safe, effective, and protects",2026-05-09 16:15:40
fluoridation,neutral,community water fluoridation safety,1,8,https://www.aapd.org/aapd-affirms-cwf/,aapd.org,AAPD and 250 Leading Health Organizations Affirm Safety ...,2026-05-09 16:15:41
fluoridation,neutral,community water fluoridation safety,1,9,https://www.iadr.org/science-policy/position-statement-community-water-fluoridation,iadr.org,Position Statement on Community Water Fluoridation,2026-05-09 16:15:42
fluoridation,neutral,community water fluoridation safety,2,1,https://www.astdd.org/bestpractices/BPAFluoridation.pdf,astdd.org,Best Practice Approaches for State and Community Oral ...,2026-05-09 16:15:49
fluoridation,neutral,community water fluoridation safety,2,3,https://www.cancer.org/cancer/risk-prevention/chemicals/water-fluoridation-and-cancer-risk.html,cancer.org,Fluoride in Water: Is There a Cancer Risk?,2026-05-09 16:15:49
fluoridation,neutral,community water fluoridation safety,2,4,https://www.ada.org/about/press-releases/community-water-fluoridation-at-optimal-levels-is-safe-and-effective,ada.org,Community Water Fluoridation at Optimal Levels is Safe ...,2026-05-09 16:15:49
fluoridation,neutral,community water fluoridation safety,2,7,https://www.ovid.com/journals/joded/pdf/10.1002/jdd.13987~safety-and-efficacy-of-community-water-fluoridation,ovid.com,Safety and Efficacy of Community Water Fluoridation,2026-05-09 16:15:50
fluoridation,neutral,community water fluoridation safety,2,8,https://www.apha.org/topics-and-issues/fluoridation,apha.org,Community Water Fluoridation,2026-05-09 16:15:51
fluoridation,neutral,community water fluoridation safety,2,10,https://www.nzda.org.nz/public/our-initiatives/community-water-fluoridation,nzda.org.nz,Community Water Fluoridation,2026-05-09 16:15:51
fluoridation,neutral,community water fluoridation safety,3,3,https://publichealthmdc.com/blog/2025-04-18/community-water-fluoridation-is-a-safe-effective-and-equitable-way-to-improve-oral,publichealthmdc.com,"Community water fluoridation is a safe, effective, and ...",2026-05-09 16:15:57
fluoridation,neutral,community water fluoridation safety,3,4,https://www.healthychildren.org/English/healthy-living/oral-health/Pages/Water-Fluoridation.aspx,healthychildren.org,Water Fluoridation: Why It's Important,2026-05-09 16:15:58
fluoridation,neutral,community water fluoridation safety,3,6,https://www.ewg.org/news-insights/news/2025/04/fluoride-drinking-water-what-we-know-about-its-safety-and-risks,ewg.org,Fluoride in Drinking Water: Safety and Risks Explained,2026-05-09 16:15:58
fluoridation,neutral,community water fluoridation safety,3,7,https://ilikemyteeth.org/wp-content/uploads/2012/05/QandAonCommunityWaterFluoridation_v1b.pdf,ilikemyteeth.org,Common Questions about Community Water Fluoridation,2026-05-09 16:15:59
fluoridation,neutral,community water fluoridation safety,3,9,https://www.scda.org/docs/statescsouthcarolinalibraries/2025/community-water-fluoridation-talking-points-and-resources.pdf?sfvrsn=9664ec14_1,scda.org,Community Water Fluoridation,2026-05-09 16:15:59
fluoridation,neutral,community water fluoridation safety,3,10,https://www.nhmrc.gov.au/health-advice/public-health/fluoridation,nhmrc.gov.au,Health effects of water fluoridation,2026-05-09 16:16:00
fluoridation,slanted,fluoride neurotoxicity,1,6,https://ajph.aphapublications.org/doi/10.2105/AJPH.2025.308166,ajph.aphapublications.org,"Fluoride, Teeth, and Developing Brains: Dental Health in ...",2026-05-09 16:16:23
fluoridation,slanted,fluoride neurotoxicity,1,7,https://iaomt.org/resources/fluoride-facts/the-national-toxicology-program-and-fluoride-neurotoxicity/?srsltid=AfmBOorKNCE6EwwsiiiUKAckxzRS25MRWEFHOKsg63qNZ5JJPRZefhpV,iaomt.org,The National Toxicology Program and Fluoride Neurotoxicity,2026-05-09 16:16:24
fluoridation,slanted,fluoride neurotoxicity,1,9,https://encyclopedia.pub/entry/17123,encyclopedia.pub,Fluoride Neurotoxicity and Mitochondrial Dysfunction,2026-05-09 16:16:25
fluoridation,slanted,fluoride neurotoxicity,2,3,https://fluoridealert.org/content/19-fluoride-neurotoxicity-studies-published-from2017-2021/,fluoridealert.org,19 fluoride Neurotoxicity studies published from 2017-2021,2026-05-09 16:16:32
fluoridation,slanted,fluoride neurotoxicity,2,4,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2748626,jamanetwork.com,Is Fluoride Potentially Neurotoxic? | Reproductive Health,2026-05-09 16:16:32
fluoridation,slanted,fluoride neurotoxicity,2,5,https://www.ericdavisdental.com/faqs-and-blog/blog/is-fluoride-toxic-fluoride-is-a-neurotoxin-that-affects-the-brain/,ericdavisdental.com,Is Fluoride Toxic? Fluoride is a Neurotoxin That Affects the ...,2026-05-09 16:16:32
fluoridation,slanted,fluoride neurotoxicity,2,6,https://publications.parliament.uk/pa/cm5802/cmpublic/HealthCare/memo/HCB98.htm,publications.parliament.uk,Health and Care Bill (19th October 2021),2026-05-09 16:16:33
fluoridation,slanted,fluoride neurotoxicity,2,8,https://portal.findresearcher.sdu.dk/en/publications/developmental-fluoride-neurotoxicity-an-updated-review/,portal.findresearcher.sdu.dk,Developmental fluoride neurotoxicity: an updated review,2026-05-09 16:16:33
fluoridation,slanted,fluoride neurotoxicity,2,9,https://www.ijmsdr.org/published%20paper/1i1i36/Neurotoxicity-of-Fluoride-A-Narrative-Review.pdf,ijmsdr.org,Neurotoxicity of Fluoride: A Narrative Review,2026-05-09 16:16:34
fluoridation,slanted,fluoride neurotoxicity,3,1,https://fluoridealert.org/studies/brain03_/,fluoridealert.org,Fluoride: Developmental Neurotoxicity.,2026-05-09 16:16:41
fluoridation,slanted,fluoride neurotoxicity,3,3,https://iaomt.org/fluoride-neurotoxic-at-any-level-according-to-national-toxicology-program-report-fluoridation-policy-threatened/?srsltid=AfmBOoql02rvJQdb-KupZhOgZNSPDQ1izaHwBNO9PWCUUizjqtVxY-4Y,iaomt.org,Fluoride: Neurotoxic at ANY Level According to National ...,2026-05-09 16:16:42
fluoridation,slanted,fluoride neurotoxicity,3,5,https://www.droracle.ai/articles/51034/does-fluoride-in-drinking-water-cause-neurotoxicity-brain-damage,droracle.ai,Does fluoride in drinking water cause neurotoxicity (brain ...,2026-05-09 16:16:42
fluoridation,slanted,fluoride neurotoxicity,3,7,https://journalfeed.org/article-a-day/2024/journalfeed-health-does-fluoride-cause-neurotoxicity/,journalfeed.org,JournalFeed Health - Does Fluoride Cause Neurotoxicity?,2026-05-09 16:16:43
fluoridation,slanted,fluoride neurotoxicity,3,9,https://biology.stackexchange.com/questions/17550/is-fluoride-toxic-and-how-worried-should-i-be-about-it,biology.stackexchange.com,"Is fluoride toxic, and how worried should I be about it?",2026-05-09 16:16:43
fluoridation,slanted,fluoride neurotoxicity,3,10,https://fluorideexposed.org/fluoridescience/fluoride-neurotoxicity,fluorideexposed.org,Fluoride Neurotoxicity Insufficient Evidence,2026-05-09 16:16:44
5g,neutral,5g technology health,1,2,https://www.ukri.org/who-we-are/how-we-are-doing/research-outcomes-and-impact/understanding-the-possible-effects-of-5g-on-our-health/,ukri.org,Understanding the possible effects of 5G on our health,2026-05-09 16:17:01
5g,neutral,5g technology health,1,3,https://projects.research-and-innovation.ec.europa.eu/en/horizon-magazine/beyond-fear-eu-funded-scientists-test-health-impacts-5g,projects.research-and-innovation.ec.europa.eu,Beyond the fear: EU-funded scientists test the health impacts ...,2026-05-09 16:17:06
5g,neutral,5g technology health,1,4,https://www.5gamericas.org/5g-and-health/,5gamericas.org,5G & Health,2026-05-09 16:17:07
5g,neutral,5g technology health,1,9,https://www.umdsmartgrowth.org/city/5g-public-health-debate/,umdsmartgrowth.org,5G – Public Health Debate,2026-05-09 16:17:10
5g,neutral,5g technology health,1,10,https://www.swissinfo.ch/eng/sci-tech/5g-is-not-harmful-to-health-says-government-report/47786608,swissinfo.ch,"5G is not harmful to health, says government report",2026-05-09 16:17:11
5g,neutral,5g technology health,2,2,https://www.itu.int/en/mediacentre/backgrounders/Pages/5G-EMF-health.aspx,itu.int,"5G, human exposure to electromagnetic fields (EMF) and ...",2026-05-09 16:17:18
5g,neutral,5g technology health,2,3,https://www.healthnz.govt.nz/health-topics/keeping-healthy/healthy-homes-environments/non-ionising-fields/cellsites-5g,healthnz.govt.nz,Cellsites and 5G - Health New Zealand,2026-05-09 16:17:18
5g,neutral,5g technology health,2,5,https://ehtrust.org/the-first-study-in-the-world-on-5g-health-risks-published/,ehtrust.org,First study in the world on 5G and health summarizing case ...,2026-05-09 16:17:19
5g,neutral,5g technology health,2,6,https://braintumourresearch.org/blogs/research-campaigning-news/5g-and-brain-tumours?srsltid=AfmBOoqWGjmPSZDFVSi5qV9fR3uqaoF8_1YGlh8zKoyqFhAxYZbw1sd1,braintumourresearch.org,5G and Brain Tumours,2026-05-09 16:17:19
5g,neutral,5g technology health,2,7,https://democracy.bathnes.gov.uk/documents/s62217/Vanessa%20Williams-Grey%20statement%20-%20Health%20effects.pdf,democracy.bathnes.gov.uk,Bath and North East Somerset Council Health effects from 5G,2026-05-09 16:17:19
5g,neutral,5g technology health,2,8,https://fullfact.org/health/5G-towers-humans-animals-plants/,fullfact.org,5G has not been shown to be harmful,2026-05-09 16:17:20
